"name","sku","product_code","image","description","model","brand","manufacture_number","category","price","old_price","currency","price_display","rating","review_count","colors_type","size_wise_price","color_wise_price","page_url"
"CTM  Hi-Vis Work Boot Socks (2 Pack) (Men)","1677664574","191362266453","https://i5.walmartimages.com/asr/e721b8a6-385a-44e0-8d10-cd15b106ad19.0f255169d2fbb87aef826a0eb355e095.jpeg","Men's Hi-Vis Work Boot Socks (2 Pack) by CTM. This 2-pack value pack is a super comfortable cotton and polyester mix that help promote better circulation along with being knitted for comfort. These socks feature a smooth toe seem and a full cushioned footbed to promote all day comfort. Great for use with work boots, snow boots, and construction boots. If you are looking for a durable and tough sock to get you through your workday, you have found them, but grab this special buy now, they will not last.    Walmart marketplace seller Belt Outlet specializes in sale-priced Boot Socks and clothing accessories for men, women and children. We carry quality belts, wallets, headwear, cold weather accessories, socks including Boot Socks for Men.","","CTM","GM-46012-DGR","Clothing, Mens Clothing, Mens Socks","9.49","$10.94","USD","$9.49","","0","Dark Gray, Gray","",": Dark Gray: $9.49, Gray: $9.49","https://www.walmart.com/ip/CTM-Hi-Vis-Work-Boot-Socks-2-Pack-Men/1677664574?athbdg=L1700"
"Lars Amadeus Men's Classic Suit Jacket Slim Fit Sports Coat Business Blazer","1136833538","715570278680","https://i5.walmartimages.com/asr/e72fa041-717b-45ae-bd36-7331843e50ab.36bff143a7a279e2307699d803196aff.jpeg","The slim fit design fits more close to your body shape. When you wear it, you will become handsome, elegant and personable.<br>This men&#39;s blazer is designed with a modern slim fit, this clothing will flatter any man's body and suitable for daily casual wear, work, business, party, wedding and any celebration.<br>You don't have to spend much time thinking of how to wear our blazer jacket, since it can match with many kinds of stylish casual pants, which is also a wonderful gift for christmas and new year.<br>International Size----------Chest Girth----------Shoulder Width----------Sleeve Length----------Back Length<br>S--------------------------------40 1/2------------------16 7/8---------------------24 --------------------26 3/4<br>M-------------------------------42 1/2------------------17 1/2---------------------24 3/8-----------------27 3/8<br>L--------------------------------46 1/2------------------18 3/4---------------------25 1/4-----------------28 1/2<br>XL------------------------------48 3/8------------------19 1/4---------------------25 5/8-----------------29 1/8<br><br><br><br>","","Lars Amadeus","None","Clothing, Mens Clothing, Mens Activewear, Mens Activewear","50.99","$59.49","USD","$50.99","","0","Black, Gray Blue, Light Blue, Navy Blue, Yellow","S: $50.99, M: $50.99, L: $50.99, XL: $50.99","Black: $50.99, Gray Blue: $50.99, Light Blue: $50.99, Navy Blue: $50.99, : Yellow: $50.99","https://www.walmart.com/ip/Lars-Amadeus-Men-s-Classic-Suit-Jacket-Slim-Fit-Sports-Coat-Business-Blazer/1136833538?athbdg=L1700"
"Star Wars The Mandalorian Men's & Big Men's Graphic Tee Shirt Baby Yoda Grunge, Sizes S-3XL, Mens T-Shirts","890942662","195566665906","https://i5.walmartimages.com/asr/8302e762-0f61-4582-8ed7-9b6e9cfadc96.24a5d4ada1b54fe324729687d4f7f1b1.jpeg","Celebrat your inner Star Wars fandom Star Wars by wearing the Madalorian Baby Yoda Grunge Men's Short Sleeve Graphic Tee. Super soft tagless tees are not only fashionable but also very comfortable. These on trend graphics can be easily paired with your favorite jeans, joggers or shorts. Perfect for any occasion. Constructed with a comfortable fit and soft hand feel it will be a wardrobe go to for years to come. Perfect for Star Wars fans!","RWTM2MSMSC","The Mandalorian","RWTM2MSMSC","Clothing, Mens Clothing, Mens Shirts, Mens T-Shirts","12.98","","USD","$12.98","","0","Heather Charcoal","S: $12.98, M: $12.98, L: $12.98, XL: $12.98, 2X: $12.98",": Heather Charcoal: $12.98","https://www.walmart.com/ip/Star-Wars-The-Mandalorian-Men-s-Big-Men-s-Graphic-Tee-Shirt-Baby-Yoda-Grunge-Sizes-S-3XL-Mens-T-Shirts/890942662"
"Big and Tall Essentials by DXL Men's Relaxed-Fit Jeans, Black, 44W x 28L","1825753719","720594572638","https://i5.walmartimages.com/asr/9dbb68ee-8e67-4148-8cf5-20c45759980a.604ceb4c14aff39410e5bd40e33a7c0e.jpeg","Big and Tall Essentials by DXL Men's Relaxed-Fit Jeans, Black, 44W x 28L - Denim done right, with a proportioned fit and a touch of stretch for added comfort and flexibility. These jeans are made from soft, breathable cotton in a Relaxed Fit that sits at the waist, with a more tailored rise and leg. 99% cotton/1% spandex. Features include Relaxed Fit, belt loops, 5-pocket style and zip fly with button closure. Machine wash. Imported.DXL Men's Apparel - Offering exclusive sizes for big and tall, king-size, athletic-build men. Plus sizes for shorter men who need that extra bit around the waist","P1483 BLAC 44 28","Big and Tall Essentials by DXL","2380273","Clothing, Mens Clothing, Mens Jeans, Mens Jeans","32","","USD","$32.00","4","2","Black, Dark Rinse, Dark Wash, Light Wash, Medium Wash","44W X 28L: $32.00, 44W X 30L: $35.00, 44W X 32L: $32.00, 44W X 34L: $32.00, 44W x 28L: $32.00, 44W x 30L: $35.00, 44W x 32L: $35.00, 44W x 34L: $32.00, 46W X 28L: $35.00, 46W X 30L: $35.00, 46W X 32L: $32.00, 46W X 34L: $35.00, 46W x 28L: $35.00, 46W x 30L: $35.00, 46W x 32L: $35.00, 46W x 34L: $35.00, 48W X 28L: $32.00, 48W X 30L: $35.00, 48W X 32L: $32.00, 48W X 34L: $32.00, 48W x 28L: $32.00, 48W x 30L: $35.00, 48W x 32L: $35.00, 48W x 34L: $35.00, 50W X 28L: $32.00, 50W X 30L: $32.00, 50W X 32L: $32.00, 50W X 34L: $32.00, 50W x 28L: $32.00, 50W x 30L: $32.00, 50W x 32L: $35.00, 50W x 34L: $35.00, 52W X 28L: $32.00, 52W X 30L: $35.00, 52W X 32L: $35.00, 52W X 34L: $35.00, 52W x 28L: $32.00, 52W x 30L: $35.00, 52W x 32L: $35.00, 52W x 34L: $32.00, 54W X 28L: $35.00, 54W X 30L: $32.00, 54W X 32L: $35.00, 54W X 34L: $35.00, 54W x 28L: $32.00, 54W x 30L: $35.00, 54W x 32L: $32.00, 54W x 34L: $35.00, 56W X 28L: $35.00, 56W X 30L: $32.00, 56W X 32L: $32.00, 56W X 34L: $35.00, 56W x 28L: $35.00, 56W x 30L: $35.00, 56W x 32L: $35.00, 56W x 34L: $32.00, 58W X 28L: $32.00, 58W X 30L: $35.00, 58W X 32L: $35.00, 58W X 34L: $35.00, 58W x 28L: $32.00, 58W x 30L: $32.00, 58W x 32L: $32.00, 58W x 34L: $35.00, 60W X 28L: $32.00, 60W X 30L: $32.00, 60W X 32L: $32.00, 60W X 34L: $32.00, 60W x 28L: $32.00, 60W x 30L: $32.00, 60W x 32L: $35.00, 60W x 34L: $35.00",": Black: $32.00, Dark Rinse: $35.00, Dark Wash: $35.00, Light Wash: $32.00, Medium Wash: $32.00","https://www.walmart.com/ip/Big-and-Tall-Essentials-by-DXL-Men-s-Relaxed-Fit-Jeans-Black-44W-x-28L/1825753719"
"Mens Georgia College Football UGA Long Sleeve T-shirt Graphic Tee-Black-small","1817595838","697507582674","https://i5.walmartimages.com/asr/1abd3daa-e3a0-41fa-a3fe-8ac403766f47.e0a9d0d13799f7ed776eccec78fb82e8.jpeg","Show off how much you love your favorite college football team in this graphic tee! This super comfy tee is made of 6 oz., 100% preshrunk cotton. Ash grey, sport grey, and all other heather colors are a cotton/polyester blend. Double-needle stitched sleeve, hem, and 7/8? collar. Features a classic fit with taped neck and shoulders and a tear away label for maximum comfort and a perfect fit. We carry and ever-growing selection of apparel to suit the needs of the whole family. All of our tshirts are printed in-house by our professional production team. This guarantees that you are getting unique, one-of-a-kind design. Our graphic t-shirts are printed in the USA with state of the art equipment to ensure vibrant colors and lasting durability. We custom design apparel for all occasions: birthdays, holidays, Christmas, anniversaries, and more. Our apparel, hats, and tumblers make a great gift for your mom, dad, grandma, wife, husband, daughter, son, friends, and co-workers!","tscgavarsityls-blk-small","Trenz Shirt Company","tscgavarsityls-blk-small","Clothing, Mens Clothing, Mens Shirts, Mens T-Shirts","22.39","","USD","$22.39","","0","Black","S: $22.39, M: $25.59, L: $22.39, XL: $25.59, 2XL: $22.39, 3XL: $25.59, 4XL: $22.39, 5XL: $23.19",": Black: $22.39","https://www.walmart.com/ip/Mens-Georgia-College-Football-UGA-Long-Sleeve-T-shirt-Graphic-Tee-Black-small/1817595838"
"Gioberti Mens Casual Western Solid Short Sleeve Shirt with Pearl Snaps","451677662","840226138381","https://i5.walmartimages.com/asr/e979cfd9-b480-42fb-ab66-fc97a6f2da99_2.e400de2fef2db9b03d11d5f9d514b8db.jpeg","Gioberti Mens Casual Western Solid Short Sleeve Shirt With Pearl Snaps, Black, 2X Large","","Gioberti","SS-95W","Sports & Outdoors, Bikes, Bike Parts, Bike Forks","25.99","","USD","$25.99","4","36","Black, Brown, Burgundy, Gray, Ivory, Khaki, L Blue, Navy, Red, Royal Blue, Turquoise, White","S: $25.99, M: $25.99, L: $25.99, XL: $25.99, 2XL: $27.99, 3XL: $25.99, 4XL: $27.99, 5XL: $25.99",": Black: $25.99, Brown: $25.99, Burgundy: $25.99, Gray: $25.99, Ivory: $25.99, Khaki: $25.99, L Blue: $25.99, Navy: $25.99, Red: $25.99","https://www.walmart.com/ip/Gioberti-Mens-Casual-Western-Solid-Short-Sleeve-Shirt-with-Pearl-Snaps/451677662?athbdg=L1600"
"Rokka&Rolla Men's Heavy Winter Coat Thermal Heat Puffer Jacket","432647828","843073142488","https://i5.walmartimages.com/asr/9e3c0643-3839-4731-ad01-a6807a148c7e.21ec1fce4260c83b96f5b7c0259936a7.jpeg","This Rokka&Rolla Men's Heavy Winter Coat is ideally best used for snow-based activities. How does thermal heat insulated technology work? The silver dots inside the lining traps your body heat which helps stabilize your body temperature. The fabric is water-repellent to any wet conditions. The heavy jacket is also reflective along the zipper which provides safety when being outdoors. One of the unique features: an inner media pocket with a media loop to better protect your device for storage.","","Rokka & Rolla","RRFW19-HPBJ-01RB01","Clothing, Mens Clothing, Mens Coats and Jackets, Mens Coats and Jackets","67.49","","USD","$67.49","4.6","72","Black Stone, Blue Cove, Burgunday","S: $64.49, M: $64.49, L: $67.49, XL: $67.49, XXL: $67.49",": Black Stone: $67.49, Blue Cove: $67.49, Burgunday: $64.49","https://www.walmart.com/ip/Rokka-Rolla-Men-s-Heavy-Winter-Coat-Thermal-Heat-Puffer-Jacket/432647828?athbdg=L1400"
"GLOBAL Men's Pajamas Sets 100% Cotton Flannel Sleepwear Long-Sleeve top & Bottom","1163672992","","https://i5.walmartimages.com/asr/e5d13fd7-33a8-4fdd-bb45-7f31550a318d.0e4186cdf8133a40aa7966dd09b004d8.jpeg","<p>The GLOBAL men’s pajama set is made of 100% cotton. The premium fabric is lightweight and soft on your skin. It is the ultimate outfit for lounging and sleeping, as it ensures your comfort all day and all night.This two-piece men’s PJ set is designed with a fuller cut for easy movement and a covered elastic waistband and drawstring for the right fit. 2-Piece Set, Size M.</p>","","GLOBAL","","Clothing, Mens Clothing, Mens Pajamas and Robes, Mens Pajama Sets","24.99","$50.00","USD","$24.99","","0","Black Strips, Bright Blue Plaid, Gentleman Pattern Print, Green Plaid, Navy Blue Plaids, Red and Blue Plaids","S: $20.99, M: $21.99, L: $33.75, XL: $33.75, XXL: $21.99","Black Strips: $33.75, : Bright Blue Plaid: $24.99, Gentleman Pattern Print: $20.99, Green Plaid: $33.75, Navy Blue Plaids: $20.99, Red and Blue Plaids: $21.99","https://www.walmart.com/ip/GLOBAL-Men-s-Pajamas-Sets-100-Cotton-Flannel-Sleepwear-Long-Sleeve-top-Bottom/1163672992?athbdg=L1700"
"NELEUS Mens Dry Fit Athletic Workout Running Shirts Hoodie Long Sleeve,Dark Grey+Slate Grey+Navy,S","1632930269","616943445596","https://i5.walmartimages.com/asr/77651a8f-f5dd-46f0-bee5-8e7d2597a39e.91d0fc9db702a3dab9672abaa2041338.jpeg","Neleus Men's Dry Fit Athletic Workout Running Shirts Hoodie Long Sleeve，Lightweight and quick-drying fabrics keep sweat away from your skin and can quickly remove sweat, helping you stay dry and comfortable in any situation, especially during exercise, breathing free and quick-drying with your comfort all day long.Classic solid color, easy to match, perfect for men in exercise, fitness, sports, running, jogging and other occasions.","","NELEUS","","Clothing, Mens Clothing, Mens Activewear, Mens Athletic Sweatshirts","37.19","$41.86","USD","$37.19","","0","71# Dark Grey+Light Green, 71# Dark Grey+Light Grey, 71# Dark Grey+Red+Light Green, 71# Dark Grey+Slate Grey, 71# Dark Grey+Slate Grey+Light Grey, 71# Dark Grey+Slate Grey+Navy, 71# Dark Grey+Slate Grey+Red, 71# Navy+Light Green+Light Grey","S: $41.86, M: $37.19, L: $26.60, XL: $37.19, 2XL: $26.60, 3XL: $29.89","71# Dark Grey+Light Green: $26.60, 71# Dark Grey+Light Grey: $26.60, 71# Dark Grey+Red+Light Green: $41.86, 71# Dark Grey+Slate Grey: $26.60, 71# Dark Grey+Slate Grey+Light Grey: $41.86, : 71# Dark Grey+Slate Grey+Navy: $37.19, 71# Dark Grey+Slate Grey+Red: $37.19, 71# Navy+Light Green+Light Grey: $37.19","https://www.walmart.com/ip/NELEUS-Mens-Dry-Fit-Athletic-Workout-Running-Shirts-Hoodie-Long-Sleeve-Dark-Grey-Slate-Grey-Navy-S/1632930269"
"Lars Amadeus Men's Cropped Formal Solid Color Double Pleated Dress Pants","2648865428","715570252208","https://i5.walmartimages.com/asr/69a2652a-2a32-42ab-9713-566ce77f0b2a.d2f6b7313c2356000338b5578179c372.jpeg","Featuring a comfortable fabric and adjustable leg design, cropped pants provides you with comfort throughout the day.<br>Match it with your shirt, T-shirt, or suit jacket to create your unique casual style.<br>Perfect for you attend various events, such as work, meeting, dinner, prom, wedding, party and so on. <br><strong>The product labels with international size.</strong><br>International Size----------Waist Girth----------Hip Girth----------Length<br>28------------------------------27 1/2------------------35 3/8-------------36 3/4<br>30------------------------------28 1/2------------------36 5/8-------------37 1/4<br>32------------------------------29 1/8------------------39 ----------------37 5/8<br>34------------------------------30 1/8------------------43 3/4-------------38 1/8<br>36------------------------------32 1/8------------------46 1/8-------------38 3/4<br><br>","","Lars Amadeus","None","Clothing, Mens Clothing, Mens Pants, Mens Pants","30.77","","USD","$30.77","","0","Black, Brown, Dark Gray","28: $31.99, 30: $31.99, 32: $31.99, 34: $31.99, 36: $31.99","Black: $31.99, : Brown: $30.77, Dark Gray: $31.99","https://www.walmart.com/ip/Lars-Amadeus-Men-s-Cropped-Formal-Solid-Color-Double-Pleated-Dress-Pants/2648865428"
"Size XL Mens Short Sleeve Short Leg Pajama Set, Blue","48331051","645619393213","https://i5.walmartimages.com/asr/fe828f87-7c35-482e-97f5-3bbfd8a9f17a.509557065d3958a64eb30839c4ea2c0c.jpeg","Men's Short Sleeve Short Leg Pajama Set by Hanes. This classic short sleeve short leg pajama set from Hanes is great all year round.  The cotton polyester blend is easy to care for.  Machine wash in cold with like colors and tumble dry.  This set has a fuller cut for easy movement.    Walmart marketplace seller Belt Outlet specializes in sale-priced Short Pajama Sets and clothing accessories for men, women and children. We carry quality belts, wallets, headwear, cold weather accessories, pajamas including Pajama Sets for Men.","","Hanes","P-3114-BLU-XL","Clothing, Mens Clothing, Mens Pajamas and Robes, Mens Pajama Sets","28.94","","USD","$28.94","5","6","Black/Grey, Blue, Blue Plaid","S: $21.95, M: $28.94, L: $21.95, XL: $21.95","Black/Grey: $21.95, : Blue: $28.94, Blue Plaid: $28.94","https://www.walmart.com/ip/Size-XL-Mens-Short-Sleeve-Short-Leg-Pajama-Set-Blue/48331051"
"Dagacci Medical Uniform Unisex Scrubs Set Scrub Top and Pants","397150981","734275452119","https://i5.walmartimages.com/asr/ba9c0f34-3655-402a-a11a-622e774fe77c_1.dd2e4f217c097ccbba902dc77a0e6e66.jpeg","Dagacci Medical Uniform Scrub Unisex Set, Woman and Man Classic Fit V-Neck Top, Three Side Cargo Pockets Pants","KV10005000","DAGACCI","KV10005000","Clothing, Scrubs, Womens Scrubs, Scrubs","22.49","$24.99","USD","$22.49","4.4","597","Apple Green, Black, Brown, Burgundy, Ceil Blue, Hospital Green, Hot Pink, Hunter Green, Khaki, Lavender, Navy, Olive, Pewter Gray, Purple, Red, Rose Pink, Royal Blue, Seafoam, Teal Green, Turquoise, White","XS: $22.49, S: $22.49, M: $22.49, L: $22.49, XL: $22.49, 2XL: $22.49","Apple Green: $22.49, Black: $22.49, Brown: $22.49, Burgundy: $22.49, : Ceil Blue: $22.49, Hospital Green: $22.49, Hot Pink: $22.49, Hunter Green: $22.49, Khaki: $22.49","https://www.walmart.com/ip/Dagacci-Medical-Uniform-Unisex-Scrubs-Set-Scrub-Top-and-Pants/397150981?athbdg=L1600"
"Men's Cotton Flex Stretch Cargo Shorts With Belt (Sizes, 30-42)","939035570","","https://i5.walmartimages.com/asr/284c1e76-f38b-4b5d-b710-ef2e4e3700a0.0a7852d547d7eb7fb2a9bd40f16dfb65.jpeg","Premium Cotton Stretch Cargo Shorts With Belt","MCGT-440 - BK - 30","Galaxy by Harvic","MCGT-440 - BK - 30","Clothing, Mens Clothing, Mens Shorts, Men's Shorts","14.99","","USD","$14.99","4.5","1509","Black, Blue, Gray, Khaki, Timber","30: $14.99, 32: $14.99, 34: $14.99, 36: $14.99, 38: $12.99, 40: $14.99, 42: $14.99",": Black: $14.99, Blue: $14.99, Gray: $14.99, Khaki: $14.99, Timber: $14.99","https://www.walmart.com/ip/Men-s-Cotton-Flex-Stretch-Cargo-Shorts-With-Belt-Sizes-30-42/939035570?athbdg=L1600"
"mens camp crystal lake t shirt funny shirts camping vintage horror novelty tees (red) - l","476290616","643131139753","https://i5.walmartimages.com/asr/620744af-5ba3-41b9-804a-0eae448ae017_1.18670fb0f60f28747d71cc8a3ffa0a78.jpeg","Camp Crystal Lake Counselor shirt.  !  I was a camp counselor but let me tell you, nothing bad happened at my camp, at least not on my watch! Mens Camp Crystal Lake T shirt Funny Graphic Camping Vintage Adult Novelty Tees (Heather Red) - L horror scary jason vorhees friday the 13th . This is a L Heather Red mens t-shirts sold by Crazy Dog T-Shirts","99campcrystalRED-L","Crazy Dog T-Shirts","99campcrystalRED-L","Party & Occasions, Halloween, Halloween Themed Clothing","18.99","","USD","$18.99","4","22","Black, Blue, Gray, Heather Gay, Heather Gray, Heather Royal, Navy, Red","S: $20.99, M: $16.99, L: $20.99, XL: $16.99, XXL: $16.99, 2XL: $16.99, 3XL: $18.99, 4XL: $20.99, 5XL: $16.99","Black: $16.99, Blue: $16.99, Gray, Heather Gay, Heather Gray: $16.99, Heather Royal, Navy: $16.99, : Red: $18.99","https://www.walmart.com/ip/mens-camp-crystal-lake-t-shirt-funny-shirts-camping-vintage-horror-novelty-tees-red-l/476290616"
"Staron Men's Single-breasted Vest Gilet Fit Breathable Business Casual Streetwear Jacket","829139417","042497950062","https://i5.walmartimages.com/asr/782c89dd-6199-4fc8-8bb1-1c7d90e5adc2.e378890cb3a0d19175cc7834e34df4e6.jpeg","&lt;br&gt; Men's Single-breasted Vest Gilet Fit Breathable Business Casual Streetwear Jacket feature: 1.Material: This Men's dress vests waistcoat with high quanlity Cotton Blend soft, elastic resistant washing and durability are high quality, smooth, is not easy to pilling&lt;br&gt; 2.Pockets:There are two real pockets for your watch,cards or handkerchief etc.A pocket on each side of the front of the vest and one fake chest pocket&lt;br&gt; 3. Back Strap: Back Strap. The bow tie has a metal-like clasp on one end which hooks to the other side, so you don't need to know how to tie a bow&lt;br&gt; 4.Occasion: This 4 button down front suit vest suit for formal or informal occasion such as Wedding Banquet Date Working Party or Daily wear for All seasons and you can match with your shirt, jacket, suit or Tuxedo which makes you handsome and gentlemen&lt;br&gt; 5.Excellent craftmanship:Business suit vests with well made and trend design perfect details for high-end buttons, feature a drawstring waist tie with back buckle for an easy, fit and two side real pockets looks more fashionable. product information: Season: spring, autumn, winter Gender: Male Occasion: Casual Material: Polyester Style: Business Casual Sleeve length: None&lt;br&gt; Length: Regular Fit: suitable size Thickness: standard How to wash: hand wash in cold water, hang or dry What you get: 1 pc men's vest Size&lt;br&gt; Size.&lt;br&gt; US&lt;br&gt; UK&lt;br&gt; EU&lt;br&gt; Bust&lt;br&gt; Shoulder&lt;br&gt; Length&lt;br&gt; XL&lt;br&gt; X-Large&lt;br&gt; 10&lt;br&gt; 14&lt;br&gt; 40&lt;br&gt; 116cm/45.67''&lt;br&gt; 41cm/16.14''&lt;br&gt; 76cm/29.92''&lt;br&gt; Size:XL&lt;br&gt; Size.:X-Large&lt;br&gt; US:10&lt;br&gt; UK:14&lt;br&gt; EU:40&lt;br&gt; Bust:116cm/45.67''&lt;br&gt; Shoulder:41cm/16.14''&lt;br&gt; Length:76cm/29.92''&lt;br&gt;","ZXL-211221B3943","Staron","Staron-WJS211221292_ZXL","Clothing, Mens Clothing, Mens Coats and Jackets, Mens Coats and Jackets","22.73","$26.74","USD","$22.73","","0","Gray","",": Gray: $22.73","https://www.walmart.com/ip/Staron-Men-s-Single-breasted-Vest-Gilet-Fit-Breathable-Business-Casual-Streetwear-Jacket/829139417"
"Lars Amadeus Men's Prom Sports Coat Slim Fit 2 Button Dress Suit Jacket Blazers","1250554853","715570846315","https://i5.walmartimages.com/asr/d9c9ff46-e8e5-4574-b866-9608cd4838b6.6fbb8c54f748a79dbc006743d0f588c4.jpeg","Solid color suit with notch lapels, 2 buttons at the front and two side flap pockets at the front hem.<br>A classic and basic formal suit jacket that leaves a clean and elegant look.<br>Match with shirts, trousers, leather shoes, T-shirts, casual trousers and shoes to show business or simple fashion style.<br>Suitable for all seasons, casual daily, work, travel, party, wedding and other occasions.<br>International Size----------Chest Girth----------Shoulder Width----------Sleeve Length----------Length<br>S--------------------------------39 ---------------------18 1/8---------------------23 5/8-----------------27 1/8<br>M-------------------------------42 1/2---------------18 1/2---------------------24 -----------------------28<br>L--------------------------------46 1/8---------------19 1/4---------------------24 3/4-----------------29 1/2<br><br>Navy Blue, Burgundy, Dark Brown, Royal Blue Size<br>International Size----------Chest Girth----------Shoulder Width----------Total Length----------Sleeve Length<br>S--------------------------------42 1/2------------------18 1/2---------------------29 1/8-----------------------------24<br>M-------------------------------44 1/8------------------18 7/8---------------------29 7/8--------------------------24 3/8<br>L--------------------------------47 1/4------------------19 5/8---------------------31 1/2--------------------------25 5/8<br>XL------------------------------48 7/8------------------20 1/8---------------------32 1/4-----------------------------26","","Lars Amadeus","None","Clothing, Mens Clothing, Mens Suits, Mens Suit Shop","57.99","","USD","$57.99","","0","Blue, Brown, Burgundy, Dark Brown, Gray Khaki, Navy Blue, Royal Blue","S: $57.99, M: $57.99, L: $57.99, XL: $57.99","Blue, Brown, : Burgundy: $57.99, Dark Brown: $57.99, Gray Khaki, Navy Blue: $57.99, Royal Blue: $57.99","https://www.walmart.com/ip/Lars-Amadeus-Men-s-Prom-Sports-Coat-Slim-Fit-2-Button-Dress-Suit-Jacket-Blazers/1250554853"
"WeSC Men's Tie-Dye Piped Track Jogger Pants, Sizes S-XL, Mens Sweatpants","997929644","","https://i5.walmartimages.com/asr/6ff5dfa1-f525-4eec-ba71-f6787c720677.4f34c71ee3cc1bc7b6ff3777e6c2a571.jpeg","For downtime or downtown, these trendy men’s joggers from WeSC feature eye-catching tie dye prints with vibrant piping for a cool, colorful look. Pair it with your favorite tee or hoodie and chill out in comfort.","L112242","WeSC","L112242","Clothing, Mens Clothing, Mens Pajamas & Robes, Mens Loungewear","11","$17.67","USD","$11.00","","1","Blue, Multi","S: $11.00, M: $11.00, L: $11.00","Blue, : Multi: $11.00","https://www.walmart.com/ip/WeSC-Men-s-Tie-Dye-Piped-Track-Jogger-Pants-Sizes-S-XL-Mens-Sweatpants/997929644?athbdg=L1400"
"DG Hill 2 Piece Sleepwear Set for Men, Henley Top and PJ Pants Pajama Set","751307630","841933156132","https://i5.walmartimages.com/asr/3cdfb387-18f2-4e63-a3eb-a77c456b4293.49cfca401df267910835627d54915ffb.jpeg","DG Hill (2 Piece) Fleece Men's Pajama Sets Plaid Loungewear PJs, Long Sleeve Henley Shirt with Pajama Pants- Perfectly Paired Mens Pajamas Set: This sleepwear for men pajama set combines the best of a cotton blend Henley long sleeve shirt with cozy polyester microfleece pants. The shirt is breathable for comfort that lasts. The pajama pants are ultrasoft and warm, with moisture wicking properties to keep the skin dry. Together these are the perfect mens PJ set to wear through any season.- Functional Features: The sleep pants with fly offers the most convenient design, with single button closure. Two deep pockets hold a phone, keys, pack of tissues, and more. They also make good hand warmers. The Henley top with buttons allows it to unbutton when it’s hot, and button up for cold weather sleeping. The pajama lounge pants with prints are a nice contrast to the solid color shirt. These have a classic style, with more character than plain matching pajamas.-Comfortable Fit: These long pajamas for men are available in Small to 2XL to fit most teen and men’s sizes. The elastic waistband stretches for an easy range of comfort. The twill drawstring adjusts to give it a custom fit. In such a fine fitting design, men can enjoy being in this sleepwear loungewear set all night, and around the house for pajamas all day. The loose-fitting cut of this mens sleepwear set gives unrestricted movement anytime.- Men's Pajamas Set Sizing: Fits men and male teens, with adjustable drawstring; Small: Pants 28-30” waist, Henley 40” chest, 25” arm length; Medium: Pants 32-34” waist, Henley 42” chest, 25” arm length; Large: Pants 36-38” waist, Henley 44” chest, 26” arm length; XL: Pants 40-42” waist, Henley 46” chest, 27” arm length; 2XL: Pants 44-46"" waist, Henley 48” chest, 27” arm length- High Quality Men's Pajamas: Double stitching at the seams of the pants ensures maximum durability to keep their shape through many washings. The pj top is light, and not too heavy so it wears well through warmer weather too. This shirt and pants set comes wrapped in twill ribbon, making it a perfect pajama gift set Christmas pajama for men or any occasion. Mens pj set pants are 100% Polyester with a stretchy elastic waist and the Henley top is a cotton blend of 60% Cotton and 40% Polyester","","DG Hill","DG-1533","Clothing, Mens Clothing, Mens Pajamas and Robes, Mens Pajama Sets","22.49","$29.99","USD","$22.49","4.5","24","Blue Camo, Blue Checkered, Blue Green Plaid, Maroon Multi Plaid, Red Checkered","S: $22.49, M: $22.49, L: $22.49, XL: $22.49, 2XL: $22.49","Blue Camo: $22.49, Blue Checkered: $22.49, : Blue Green Plaid: $22.49, Maroon Multi Plaid: $22.49, Red Checkered: $22.49","https://www.walmart.com/ip/DG-Hill-2-Piece-Sleepwear-Set-for-Men-Henley-Top-and-PJ-Pants-Pajama-Set/751307630"
"Gildan Men's Fleece Crewneck Sweatshirt","47068602","883096011415","https://i5.walmartimages.com/asr/90fffa1e-73cc-4c93-9aab-e894d1bb4ea4.5c3a5f645502bfb3f785e82b5455b37e.jpeg","Working hard or hardly working. Either way, you’ll want to wrap up in the plush, cozy comfort of this Crewneck Sweatshirt. The 8.0 oz. per sq. yd. preshrunk cotton/polyester blend fabric stays comfortable, with less pilling. And it’s machine washable, so caring for it feels as laid-back as wearing it. Gildan is one of the world's largest vertically integrated manufacturers of apparel and socks. Gildan uses cotton grown in the USA, which represents the best combination of quality and value for Gildan cotton and cotton blended products. Since 2009, Gildan has proudly displayed the cotton USA mark, licensed by cotton council international, on consumer's product packaging and shipping materials. Gildan environmental program accomplishes two core objectives: reduce our environmental impact and preserve the natural Resources being used in our manufacturing process. At all operating levels, Gildan is aware of the fact that we operate as a part of a greater unit: the environment in which we live and work.","G180003X095-01","Gildan","G180003X095-01","Clothing, Mens Clothing, Mens Activewear, Mens Fleece","15.96","","USD","$15.96","4.6","349","Black, Blue, Gray, Other, Red, White","S: $16.49, M: $13.65, L: $16.49, XL: $15.99, 2XL: $16.49, 3XL: $15.34","Black: $16.49, Blue: $16.49, : Gray: $15.96, Other: $16.49, Red: $14.71, White: $16.49","https://www.walmart.com/ip/Gildan-Men-s-Fleece-Crewneck-Sweatshirt/47068602"
